_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.uid,_source.data.euid,_source.data.tty,_source.data.srcuser,_source.data.pwd,_source.data.command,_source.decoder.ftscomment
wazuh-alerts-4.x-2026.02.11,UKgbTJwB92Rb1F_Zq4Cu,1,1,wazuh-manager,sshd,Feb 11 09:50:05,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",36,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:05 wazuh-manager sshd[4325]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:06.353",journald,1770803406.177927,"Feb 11, 2026 @ 12:50:06.353",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,UqgbTJwB92Rb1F_Zq4Cu,1,1,wazuh-manager,sshd,Feb 11 09:50:05,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",30, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:50:05 wazuh-manager sshd[4294]: Disconnecting authenticating user cyber 192.168.217.133 port 33638: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:50:06.353",journald,1770803406.178852,"Feb 11, 2026 @ 12:50:06.353", , , , , , , 
wazuh-alerts-4.x-2026.02.11,Y6gbTJwB92Rb1F_ZroBW,1,1,wazuh-manager,sshd,Feb 11 09:50:07,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49820,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",175,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:07 wazuh-manager sshd[4326]: Failed password for cyber from 192.168.217.133 port 49820 ssh2,log,"Feb 11, 2026 @ 12:50:08.357",journald,1770803408.190087,"Feb 11, 2026 @ 12:50:08.357", , , , , , , 
wazuh-alerts-4.x-2026.02.11,ZKgbTJwB92Rb1F_ZroBW,1,1,wazuh-manager,sshd,Feb 11 09:50:07,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49808,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",25,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:07 wazuh-manager sshd[4325]: Failed password for cyber from 192.168.217.133 port 49808 ssh2,log,"Feb 11, 2026 @ 12:50:08.357",journald,1770803408.190569,"Feb 11, 2026 @ 12:50:08.357", , , , , , , 
wazuh-alerts-4.x-2026.02.11,ZqgbTJwB92Rb1F_ZroBW,1,1,wazuh-manager,sshd,Feb 11 09:50:07,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49842,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",177,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:07 wazuh-manager sshd[4332]: Failed password for cyber from 192.168.217.133 port 49842 ssh2,log,"Feb 11, 2026 @ 12:50:08.358",journald,1770803408.191533,"Feb 11, 2026 @ 12:50:08.358", , , , , , , 
wazuh-alerts-4.x-2026.02.11,aqgbTJwB92Rb1F_ZuoAA,1,1,wazuh-manager,sshd,Feb 11 09:50:08,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49702,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",181,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:08 wazuh-manager sshd[4316]: Failed password for cyber from 192.168.217.133 port 49702 ssh2,log,"Feb 11, 2026 @ 12:50:10.363",journald,1770803410.193461,"Feb 11, 2026 @ 12:50:10.363", , , , , , , 
wazuh-alerts-4.x-2026.02.11,bagbTJwB92Rb1F_ZuoAA,1,1,wazuh-manager,sshd,Feb 11 09:50:09,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49760,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",183,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:09 wazuh-manager sshd[4321]: Failed password for cyber from 192.168.217.133 port 49760 ssh2,log,"Feb 11, 2026 @ 12:50:10.363",journald,1770803410.194907,"Feb 11, 2026 @ 12:50:10.363", , , , , , , 
wazuh-alerts-4.x-2026.02.11,dKgbTJwB92Rb1F_ZvYCq,1,1,wazuh-manager,sshd,Feb 11 09:50:09,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,49852,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",27,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:09 wazuh-manager sshd[4334]: Failed password for cyber from 192.168.217.133 port 49852 ssh2,log,"Feb 11, 2026 @ 12:50:10.363",journald,1770803410.198281,"Feb 11, 2026 @ 12:50:10.363", , , , , , , 
wazuh-alerts-4.x-2026.02.11,I6gcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:39,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,39750,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",296,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:39 wazuh-manager sshd[4349]: Failed password for cyber from 192.168.217.133 port 39750 ssh2,log,"Feb 11, 2026 @ 12:50:40.460",journald,1770803440.291125,"Feb 11, 2026 @ 12:50:40.460", , , , , , , 
wazuh-alerts-4.x-2026.02.11,JKgcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:39,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,39762,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",297,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:39 wazuh-manager sshd[4351]: Failed password for cyber from 192.168.217.133 port 39762 ssh2,log,"Feb 11, 2026 @ 12:50:40.460",journald,1770803440.291607,"Feb 11, 2026 @ 12:50:40.460", , , , , , , 
wazuh-alerts-4.x-2026.02.11,J6gcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:39,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,39780,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",300,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:39 wazuh-manager sshd[4356]: Failed password for cyber from 192.168.217.133 port 39780 ssh2,log,"Feb 11, 2026 @ 12:50:40.464",journald,1770803440.293053,"Feb 11, 2026 @ 12:50:40.464", , , , , , , 
wazuh-alerts-4.x-2026.02.11,KqgcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:39,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,39782,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",302,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:50:39 wazuh-manager sshd[4358]: Failed password for cyber from 192.168.217.133 port 39782 ssh2,log,"Feb 11, 2026 @ 12:50:40.465",journald,1770803440.294499,"Feb 11, 2026 @ 12:50:40.465", , , , , , , 
wazuh-alerts-4.x-2026.02.11,LKgcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:40,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",46, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:50:40 wazuh-manager sshd[4368]: Disconnecting authenticating user cyber 192.168.217.133 port 39804: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:50:42.465",journald,1770803442.295463,"Feb 11, 2026 @ 12:50:42.465", , , , , , , 
wazuh-alerts-4.x-2026.02.11,N6gcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",49, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:50:41 wazuh-manager sshd[4347]: Disconnecting authenticating user cyber 192.168.217.133 port 39734: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:50:42.466",journald,1770803442.302283,"Feb 11, 2026 @ 12:50:42.466", , , , , , , 
wazuh-alerts-4.x-2026.02.11,OqgcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",53,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:41 wazuh-manager sshd[4374]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:42.466",journald,1770803442.303860,"Feb 11, 2026 @ 12:50:42.466",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,QagcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",54,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:41 wazuh-manager sshd[4376]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:42.466",journald,1770803442.307253,"Feb 11, 2026 @ 12:50:42.466",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,Q6gcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",52, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:50:41 wazuh-manager sshd[4351]: Disconnecting authenticating user cyber 192.168.217.133 port 39762: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:50:42.467",journald,1770803442.308178,"Feb 11, 2026 @ 12:50:42.467", , , , , , , 
wazuh-alerts-4.x-2026.02.11,RagcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",55,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:41 wazuh-manager sshd[4377]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:42.467",journald,1770803442.310829,"Feb 11, 2026 @ 12:50:42.467",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,R6gcTJwB92Rb1F_ZP4G6,1,1,wazuh-manager,sshd,Feb 11 09:50:41,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",53, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:50:41 wazuh-manager sshd[4355]: Disconnecting authenticating user cyber 192.168.217.133 port 39778: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:50:42.467",journald,1770803442.311754,"Feb 11, 2026 @ 12:50:42.467", , , , , , , 
wazuh-alerts-4.x-2026.02.11,XagcTJwB92Rb1F_ZQIGz,1,1,wazuh-manager,sshd,Feb 11 09:50:42,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",60,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:42 wazuh-manager sshd[4389]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:42.468",journald,1770803442.325400,"Feb 11, 2026 @ 12:50:42.468",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,XqgcTJwB92Rb1F_ZQIGz,1,1,wazuh-manager,sshd,Feb 11 09:50:42,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",61,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:50:42 wazuh-manager sshd[4388]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:50:42.468",journald,1770803442.325937,"Feb 11, 2026 @ 12:50:42.468",0,0,ssh, , , , 
